店舗名称,エリア,券種,place_name,formatted_address,lat,lng,category,display_category,phone,official_url,google_maps_url,google_summary,raw_description,description,instagram_url,tiktok_url,x_url,facebook_url,youtube_url,line_url,tabelog_url,hotpepper_url,jalan_url
ジュエリーシモカワ,宮町,both,ジュエリー・シモカワ,〒820-0069 福岡県飯塚市宮町２−１３,33.6403775,130.6832621,宝飾店,ショッピング,0948-22-2779,http://shimokawa78.com/,https://www.google.com/maps/place/?q=place_id:ChIJpXPZ0DB-QTURbBeyoWfr1qc,実際にあった話しです。実話です！(笑) 以前、某オークションで購入した「ブランドバック数点」が本物か鑑定してもらいましたが、素人が見て判る怪しい物を「ちょっと怪しいですね。でも１点、3000円で良けれ / 通りすがりに綺麗な外観が気になったので入店。 小売店の入口には綺麗な花とウェルカムボード。 バック、財布、時計、ピアス、ネックレス、結構種類ありました。 中古品はランク分けしてあり、みやすかった。 値,福岡県飯塚市宮町に所在する宝飾店。公式SNSアカウントは確認できず。地元でジュエリー販売・修理サービスを提供する小規模店舗とみられる。,福岡県飯塚市宮町に所在する宝飾店。公式SNSアカウントは確認できず。,,,,,,,,,
ビップエコー飯塚店,秋松,both,ビップエコー 飯塚店,〒820-0083 福岡県飯塚市秋松９６２−３,33.6236499,130.6716989,カラオケ,エンタメ・レジャー,0948-23-5226,http://www.vipecho.jp/,https://www.google.com/maps/place/?q=place_id:ChIJBctbtKt_QTUR6HhTyiOYqNM,2026.01.04、子ども達と2時間利用。 数年ぶりに行ったけど部屋は綺麗、画面も はプロジェクターで大画面でいい感じ。 ただ、受付の若い金髪女の接客態度はあり得ない。 ダルそうに受付の紙をカウ / 24時間対応している所は非常に利用しやすいです。接客態度も悪くないです。店内も綺麗です。料金は標準位やと思います。部屋がちょっと狭いと思いました。画面は大画面で迫力があります。トイレも綺麗でした。取り,24時間年中無休のカラオケ店。最大120インチ×2画面のデュアルプロジェクタールーム完備。各種ルーム、フードメニュー、ドリンクメニュー、パーティーコース提供。スマホ決済・クレジットカード対応。お得なパック料金あり。,24時間年中無休のカラオケ店。最大120インチ×2画面のデュアルプロジェクタールーム完備。,,,,,,,,,
ブランジェリーシュシュ,潤野,both,シュシュ,〒820-0021 福岡県飯塚市潤野９９４−３,33.6331258,130.6617012,ベーカリー,グルメ・飲食,0948-23-2401,,https://www.google.com/maps/place/?q=place_id:ChIJEf0K6aR_QTURQHhVfYOPtsA,ミニクロワッサン🥐が食べやすくて美味い😋きなこのミニクロワッサン🥐がまた美味い👍 買ったパンは全部美味しかったです✨お値段も他店より少し安い気がしました❗️ドリンクが3時までのサービスだったと思います / むか〜し来たことあります( ^ω^ ) もう何を食べたかも覚えてないですけど… この日はでっかいカツサンド見つけたんで 買ってみました✌︎('ω'✌︎ )強烈なインパクトで そのデカさに惹かれ,飯塚市潤野にあるベーカリー。フランス語で「お気に入り」を意味する店名の通り、地元で愛されるパン屋。天然酵母と手作りの具材にこだわったパンが特徴。塩バターあんぱん、クリームパン、バジルチーズウインナーなどが人気。2024年末に10周年を迎えた。,飯塚市潤野にあるベーカリー。フランス語で「お気に入り」を意味する店名の通り、地元で愛されるパン屋。,https://www.instagram.com/chou4739,,,,,,https://tabelog.com/fukuoka/A4007/A400702/40038754/,,
小さなゆめ,柏の森,both,小さなゆめ,〒820-0011 福岡県飯塚市柏の森９５３−２,33.6417044,130.6966588,衣料品店,ショッピング,0948-25-7088,,https://www.google.com/maps/place/?q=place_id:ChIJdXpdihh-QTURR0XdjYRyDoM,今回オーダーシャツをお願いしました。生地やデザイン、トレンドも考慮して自分のイメージに合うものを提案してもらい大満足です。生地で金額が変わりますが予算に合わせて対応していただけました！ / 素敵な洋服があります,新飯塚駅から徒歩5分の場所にある衣料品店。駐車場なし。,新飯塚駅から徒歩5分の場所にある衣料品店。駐車場なし。,,,,,,,,,
スーパーＡＳＯ昭和通店,菰田西,both,スーパー麻生 昭和通店,〒820-0017 福岡県飯塚市菰田西２丁目３−３−３４,33.6297403,130.68691,飲食店,グルメ・飲食,0948-21-8751,http://www.superaso.jp/,https://www.google.com/maps/place/?q=place_id:ChIJ4_ySbUZ-QTURKmBMaA1uuic,あそうなんて、肉高くて別に面白くもなんともない、って30年前の印象(新飯塚店)だったけど、思いっきり裏切られた。おおっ、まだ麻生生きとる!と珍しいから寄ってみたら、しっかり3000円ほど買い物してしま / 店員さんによってレジ対応がまちまち…研修中の人がなれてないのは分かるけど、そもそもきちんと手順を指導されてないんだろうなぁ、という印象。 セルフレジにしてほしいな。人がやるならきちんとマナーもって対応,麻生グループの食品スーパーマーケット。麻生芳雄商事株式会社が運営。菰田西に位置し、日常の食料品購入に利用可能。,麻生グループの食品スーパーマーケット。麻生芳雄商事株式会社が運営。,,,,,,,,,
ＴＥＴＥ,新飯塚,both,石窯Grill&Wine Dining TETE（てて）,〒820-0005 福岡県飯塚市新飯塚１５−１０,33.6432729,130.6920591,飲食店,グルメ・飲食,0948-23-7531,http://www.instagram.com/tete.iizuka,https://www.google.com/maps/place/?q=place_id:ChIJa-bbwhl-QTURBDi9ztFE9A0,とある記念日の時に利用した。 駐車場は裏にある。 落ち着いた雰囲気の店内。 コース料理はピザ、パスタ、牛肉、デザートどれも美味しかった。 / いつ来てもとっても美味しいです。 暖色系のライトで、おちついた雰囲気です。 大人が落ち着いて楽しめるお店という印象ですので、騒いでしまう小さなお子様などには向かないかもしれません。 とっても高級という,飯塚の石窯Grill & Wine Dining。石窯ピッツァ、本格イタリアン、ワインが特徴。コース3500円〜、テイクアウトOK。木目調の落ち着いた店内、カウンター・テーブル席80席。JR新飯塚駅徒歩2-4分、飯塚病院前。火曜定休。,飯塚の石窯Grill & Wine Dining。石窯ピッツァ、本格イタリアン、ワインが特徴。,https://www.instagram.com/tete.iizuka,,,,,,https://tabelog.com/fukuoka/A4007/A400702/40041474/,https://www.hotpepper.jp/strJ004558643/,
スーパー川食鯰田店,鯰田,both,スーパー川食 食彩館 鯰田店,〒820-0001 福岡県飯塚市鯰田１９５９,33.666816,130.7014871,飲食店,グルメ・飲食,0948-29-5905,http://www.kawashoku.jp/shokusaikan/shopshoukai/namazuta/,https://www.google.com/maps/place/?q=place_id:ChIJn91g7sHVQzURDM3lnfKdrjY,今年は生サンマ高いようです ピスタチオ特集数は少ないですが美味しそうです🤤 / 以前は宮田店に行っていたのですが、残念ながら閉店になったのでこちらの店舗で買い物するようになりました。 ここ数年の物価高なのにお弁当や惣菜、お刺身等の値段が変わっていないと思います。 中身が分からな,福岡県飯塚市鯰田1956（または1959）に所在するスーパーマーケット。株式会社川食が運営するKAWASHOKU食彩館ブランドの店舗。電話0948-29-5905。筑豊地方を中心に展開する食品スーパー。,福岡県飯塚市鯰田1956（または1959）に所在するスーパーマーケット。株式会社川食が運営するKAWASHOKU食彩館ブランドの店舗。,,,,,,,,,
旬彩ダイニング 樹限無,宮町,both,旬彩ダイニングじゅげむ,〒820-0069 福岡県飯塚市宮町１３−３０,33.6427324,130.6846646,飲食店,グルメ・飲食,0948-23-0066,,https://www.google.com/maps/place/?q=place_id:ChIJtVEBbTB-QTUR4O2LptEVG-o,友達との飲み会で2階の半個室を利用しました。 注文はQRコードを読み込むことでスマホから出来て便利ですし、本日のお勧めとか、売りきれの商品も分かって良いですね。 お客さんの多い日でしたが、注文したもの / 皆さんにお聞きしたところ、西新のおすすめのお店💓💓 やっと、行けたーー‼️ だけど、ハシゴしてお腹もいっぱいで飲めもしなかった！🫣🫢 しかし、せっかく西新にいたので初来店しました！🐷🐷🐷 もうね、,福岡県飯塚市の居酒屋。手作りにこだわった本格的な料理を提供。1階10席+カウンター4席、2階21席の半個室掘りごたつ式。駐車場5台完備。新飯塚駅から徒歩約15分、飯塚バスセンターから徒歩約3分。電話予約可。,福岡県飯塚市の居酒屋。手作りにこだわった本格的な料理を提供。,,,,,,,https://tabelog.com/fukuoka/A4007/A400702/40019965/,,
tete秋松店,秋松,both,石窯Grill&Wine Dining TETE（てて）,〒820-0005 福岡県飯塚市新飯塚１５−１０,33.6432729,130.6920591,飲食店,グルメ・飲食,0948-23-7531,http://www.instagram.com/tete.iizuka,https://www.google.com/maps/place/?q=place_id:ChIJa-bbwhl-QTURBDi9ztFE9A0,とある記念日の時に利用した。 駐車場は裏にある。 落ち着いた雰囲気の店内。 コース料理はピザ、パスタ、牛肉、デザートどれも美味しかった。 / いつ来てもとっても美味しいです。 暖色系のライトで、おちついた雰囲気です。 大人が落ち着いて楽しめるお店という印象ですので、騒いでしまう小さなお子様などには向かないかもしれません。 とっても高級という,飯塚の石窯Grill & Wine Dining。住所は新飯塚15-10（飯塚病院前）、新飯塚駅徒歩2分。多国籍＆オーガニック料理を提供。営業：日〜木17:00〜24:00、金土〜1:00（L.O.あり）、火曜定休。クレカ・PayPay可、テイクアウトOK。2015年オープン、移転歴あり。,飯塚の石窯Grill & Wine Dining。住所は新飯塚15-10（飯塚病院前）、新飯塚駅徒歩2分。,https://www.instagram.com/tete.iizuka,,,,,,https://tabelog.com/fukuoka/A4007/A400702/40041474/,,
めし屋ーHAKUー,潤野,both,めし屋 ~HAKU~,〒820-0021 福岡県飯塚市潤野９９６,33.6335962,130.661605,飲食店,グルメ・飲食,080-3957-5899,https://www.instagram.com/daisy20110203haku/,https://www.google.com/maps/place/?q=place_id:ChIJt6Zw5kh_QTURDzpLsz-ukBM,▷ボタ山むすび ¥200〜 飯塚市潤野にあるおむすび専門店 和の落ち着いた空間で、こだわりの羽釜炊きのボタ山むすびがいただけます♪ なんとおむすびの種類は34種類！！ 今回はいくらと鯖みりんをオー / たまたま見つけて伺いました。 何といってもおにぎりのご飯がとても美味しい！（もちろん他のお料理も美味しいです） 小学生未満はおにぎりと汁物を出していただけます。,,▷ボタ山むすび ¥200〜 飯塚市潤野にあるおむすび専門店 和の落ち着いた空間で、こだわりの羽釜炊きのボタ山むすびがいただけます♪ なんとおむすびの種類は34種類！今回はいくらと鯖みりんをオー,,,,,,,,,
